         420213 function calls (416515 primitive calls) in 2.326 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\site-packages\pkg_resources\_vendor\packaging\specifiers.py:78(_IndividualSpecifier)
        1    0.000    0.000    0.000    0.000 <string>:5(SelectorKey)
        1    0.000    0.000    0.000    0.000 <string>:5(SplitResult)
       33    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\site-packages\pkg_resources\_vendor\pyparsing.py:298(ParseResults)
        5    0.000    0.000    0.000    0.000 {built-in method _struct.calcsize}
        3    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\site-packages\pkg_resources\_vendor\six.py:195(load_module)
        1    0.000    0.000    0.000    0.000 <string>:2(__init__)
       38    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\site-packages\pkg_resources\_vendor\packaging\version.py:352(<lambda>)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\sysconfig.py:585(get_platform)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\email\iterators.py:5(<module>)
        1    0.000    0.000    0.000    0.000 <string>:5(usage)
       47    0.000    0.000    0.000    0.000 {built-in method builtins.divmod}
       10    0.000    0.000    0.000    0.000 {method 'cast' of 'memoryview' objects}
        5    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\site-packages\pkg_resources\_vendor\pyparsing.py:4684(tokenMap)
        4    0.000    0.000    0.000    0.000 rts.py:1373(__init__)
        2    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\site-packages\pkg_resources\_vendor\pyparsing.py:2838(__str__)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\site-packages\pkg_resources\_vendor\pyparsing.py:4029(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3050(__init__)
        2    0.000    0.000    0.000    0.000 rts.py:778(create_condition)
       15    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\site-packages\pkg_resources\__init__.py:989(_added_new)
        8    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\_weakrefset.py:81(add)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\site-packages\pkg_resources\_vendor\packaging\__about__.py:4(<module>)
       94    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\site-packages\pkg_resources\_vendor\pyparsing.py:4749(<genexpr>)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\random.py:68(Random)
        1    0.000    0.000    0.000    0.000 {built-in method winreg.QueryInfoKey}
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\datetime.py:319(timedelta)
        2    0.000    0.000    0.000    0.000 rts.py:775(create_trigger)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3065(__init__)
        6    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\_weakrefset.py:20(__enter__)
        2    0.000    0.000    0.000    0.000 {method 'seek' of '_io.BufferedReader' objects}
        1    0.000    0.000    0.000    0.000 rts.py:717(__init__)
        2    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\site-packages\pkg_resources\_vendor\pyparsing.py:641(<listcomp>)
        1    0.000    0.000    0.000    0.000 <string>:5(manifest_mod)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\os.py:744(encodekey)
        3    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\site-packages\pkg_resources\_vendor\six.py:209(is_package)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\weakref.py:312(__init__)
       46    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\site-packages\pkg_resources\_vendor\pyparsing.py:1339(postParse)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\tempfile.py:619(SpooledTemporaryFile)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\email\message.py:946(MIMEPart)
        1    0.000    0.000    0.000    0.000 <string>:5(DefragResult)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\email\_policybase.py:112(Policy)
        2    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\site-packages\pkg_resources\_vendor\pyparsing.py:1526(resetCache)
        2    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\weakref.py:430(popitem)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\datetime.py:1004(time)
       12    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\site-packages\pkg_resources\extern\__init__.py:15(search_path)
       72    0.000    0.000    0.000    0.000 {built-in method builtins.abs}
        6    0.000    0.000    0.000    0.000 rts.py:924(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\site-packages\pkg_resources\_vendor\pyparsing.py:2921(White)
        3    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3707(__str__)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\site-packages\pkg_resources\_vendor\six.py:469(Module_six_moves_urllib)
        2    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\site-packages\pkg_resources\_vendor\six.py:159(_resolve)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\calendar.py:66(_localized_day)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\_collections_abc.py:200(__subclasshook__)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\site-packages\pkg_resources\_vendor\pyparsing.py:4103(Combine)
        2    0.000    0.000    0.000    0.000 rts.py:781(create_action)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\site-packages\pkg_resources\__init__.py:1439(NullProvider)
        2    0.000    0.000    0.000    0.000 {built-in method _win32sysloader.GetModuleFilename}
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\site-packages\pkg_resources\__init__.py:1672(ZipProvider)
       10    0.000    0.000    0.000    0.000 {built-in method _imp.exec_dynamic}
        1    0.000    0.000    0.000    0.000 {built-in method win32api.GetTempPath}
        2    0.000    0.000    0.000    0.000 rts.py:939(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3581(ParseElementEnhance)
        7    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\bz2.py:31(BZ2File)
       12    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\enum.py:140(<genexpr>)
        1    0.000    0.000    0.000    0.000 rts.py:784(create_zone)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\subprocess.py:374(CalledProcessError)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\lzma.py:37(LZMAFile)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\site-packages\pkg_resources\_vendor\pyparsing.py:4010(Forward)
        3    0.000    0.000    0.000    0.000 rts.py:1045(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\subprocess.py:833(Popen)
        1    0.000    0.000    0.000    0.000 {built-in method win32api.GetFullPathName}
        5    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\enum.py:279(__members__)
        2    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\site-packages\pkg_resources\_vendor\pyparsing.py:617(__getattr__)
        2    0.000    0.000    0.000    0.000 {built-in method pygame.time.get_ticks}
       15    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\abc.py:9(abstractmethod)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\site-packages\pkg_resources\__init__.py:1183(ResourceManager)
       29    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\signal.py:17(<lambda>)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\selectors.py:70(BaseSelector)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\site-packages\pkg_resources\_vendor\packaging\specifiers.py:589(SpecifierSet)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\site-packages\win32comext\shell\__init__.py:2(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\site-packages\pkg_resources\extern\__init__.py:10(__init__)
       24    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\site-packages\pkg_resources\__init__.py:2393(_reload_version)
        2    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\codecs.py:308(__init__)
        5    0.000    0.000    0.000    0.000 {method 'mro' of 'type' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\socket.py:528(SocketIO)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\codecs.py:93(__new__)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\email\feedparser.py:45(BufferedSubFile)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\site-packages\pkg_resources\__init__.py:602(IResourceProvider)
       12    0.000    0.000    0.000    0.000 {method 'groupdict' of '_sre.SRE_Match' objects}
        2    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\enum.py:503(__hash__)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\urllib\parse.py:275(_fix_result_transcoding)
       25    0.000    0.000    0.000    0.000 {method 'reverse' of 'list' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\site-packages\pkg_resources\__init__.py:332(VersionConflict)
        6    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
        3    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\datetime.py:40(_days_before_year)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\email\feedparser.py:136(FeedParser)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\calendar.py:126(Calendar)
        9    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\__future__.py:79(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method math.exp}
        3    0.000    0.000    0.000    0.000 {built-in method pygame.draw.line}
       18    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\site-packages\pkg_resources\_vendor\pyparsing.py:431(__bool__)
        6    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\_weakrefset.py:16(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\site-packages\pkg_resources\_vendor\pyparsing.py:1271(addCondition)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\email\charset.py:167(Charset)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\site-packages\pkg_resources\_vendor\appdirs.py:365(AppDirs)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_md5}
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\site-packages\pkg_resources\__init__.py:96(_SetuptoolsVersionMixin)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\email\_encoded_words.py:73(_QByteMap)
        1    0.000    0.000    0.000    0.000 rts.py:1275(do_all)
        1    0.000    0.000    0.000    0.000 {method 'union' of 'set' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3779(__str__)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\tarfile.py:328(_Stream)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\calendar.py:69(<listcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\site-packages\pkg_resources\_vendor\pyparsing.py:4032(__lshift__)
       25    0.000    0.000    0.000    0.000 {method 'items' of 'collections.OrderedDict' objects}
        5    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\site-packages\pkg_resources\_vendor\six.py:181(_get_module)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\site-packages\pkg_resources\_vendor\packaging\version.py:72(LegacyVersion)
        1    0.000    0.000    0.000    0.000 rts.py:1254(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\calendar.py:259(TextCalendar)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3832(Optional)
        3    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\datetime.py:1843(_create)
        6    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\_weakrefset.py:52(_commit_removals)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\site-packages\pkg_resources\_vendor\pyparsing.py:2850(CharsNotIn)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3310(Or)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3004(LineStart)
        2    0.000    0.000    0.000    0.000 rts.py:1264(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\email\_policybase.py:267(Compat32)
        6    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\_collections_abc.py:308(__subclasshook__)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\_compression.py:33(DecompressReader)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\pkgutil.py:260(ImpLoader)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\tempfile.py:136(_RandomNameSequence)
        6    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\site-packages\pkg_resources\_vendor\pyparsing.py:479(haskeys)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\tarfile.py:608(_FileInFile)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3793(ZeroOrMore)
        2    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\site-packages\pkg_resources\_vendor\pyparsing.py:433(__iter__)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3457(Each)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\zipfile.py:292(ZipInfo)
        1    0.000    0.000    0.000    0.000 rts.py:1412(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\plistlib.py:454(_PlistWriter)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3079(WordStart)
       22    0.000    0.000    0.000    0.000 {built-in method builtins.globals}
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\site-packages\pkg_resources\_vendor\pyparsing.py:2377(Keyword)
        2    0.000    0.000    0.000    0.000 rts.py:1282(__init__)
        5    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\datetime.py:45(_days_in_month)
        7    0.000    0.000    0.000    0.000 {built-in method _imp.exec_builtin}
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\urllib\parse.py:133(_NetlocResultMixinBase)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\site-packages\pkg_resources\extern\__init__.py:4(VendorImporter)
        5    0.000    0.000    0.000    0.000 rts.py:810(get_player_by_name)
        4    0.000    0.000    0.000    0.000 {built-in method fromkeys}
        2    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\_collections_abc.py:203(<genexpr>)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\site-packages\pkg_resources\__init__.py:377(DistributionNotFound)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3250(_ErrorStop)
        2    0.000    0.000    0.000    0.000 {method 'startswith' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\selectors.py:281(SelectSelector)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\plistlib.py:204(Data)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\subprocess.py:401(TimeoutExpired)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\email\_parseaddr.py:203(AddrlistClass)
        7    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:762(is_package)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\selectors.py:196(_BaseSelectorImpl)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\site-packages\pkg_resources\__init__.py:2829(Requirement)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\email\header.py:541(_Accumulator)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\imp.py:48(new_module)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\site-packages\pkg_resources\_vendor\pyparsing.py:2481(Word)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3658(FollowedBy)
        2    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\site-packages\pkg_resources\_vendor\pyparsing.py:179(ParseBaseException)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3684(NotAny)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.locals}
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\enum.py:328(<listcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\calendar.py:376(HTMLCalendar)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\site-packages\pkg_resources\_vendor\six.py:164(_SixMetaPathImporter)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\site-packages\pkg_resources\_vendor\pyparsing.py:2979(GoToColumn)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\string.py:170(Formatter)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3716(_MultipleMatch)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\site-packages\pkg_resources\__init__.py:1580(_register)
        1    0.000    0.000    0.000    0.000 {built-in method sys.getwindowsversion}
        6    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\site-packages\pkg_resources\_vendor\six.py:189(__get_module)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3099(WordEnd)
       16    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\site-packages\pkg_resources\_vendor\pyparsing.py:291(__getitem__)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\site-packages\pkg_resources\extern\__init__.py:64(install)
        4    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\site-packages\pkg_resources\_vendor\six.py:184(find_module)
        6    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\site-packages\pkg_resources\_vendor\packaging\version.py:248(<genexpr>)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\tempfile.py:767(TemporaryDirectory)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\site-packages\pkg_resources\_vendor\pyparsing.py:4095(TokenConverter)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\email\header.py:413(_ValueFormatter)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\email\errors.py:90(NonPrintableDefect)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\site-packages\pkg_resources\__init__.py:1561(DefaultProvider)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\site-packages\pkg_resources\__init__.py:364(ContextualVersionConflict)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\random.py:639(SystemRandom)
        2    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\imp.py:107(<listcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\site-packages\pkg_resources\__init__.py:1652(ContextualZipFile)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\site-packages\pkg_resources\__init__.py:578(IMetadataProvider)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\email\header.py:179(Header)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\string.py:73(Template)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\zipfile.py:470(_ZipDecrypter)
        2    0.000    0.000    0.000    0.000 {method 'title' of 'str' objects}
        1    0.000    0.000    0.000    0.000 rts.py:1319(do)
        4    0.000    0.000    0.000    0.000 {built-in method builtins.vars}
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\plistlib.py:593(_BinaryPlistParser)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\site-packages\pkg_resources\_vendor\packaging\_structures.py:7(Infinity)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\plistlib.py:79(_InternalDict)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\site-packages\pkg_resources\_vendor\pyparsing.py:2713(QuotedString)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\site-packages\pkg_resources\_vendor\six.py:103(MovedModule)
        2    0.000    0.000    0.000    0.000 {built-in method math.log}
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\plistlib.py:416(_DumbXMLWriter)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\email\_policybase.py:18(_PolicyBase)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3895(SkipTo)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\email\__init__.py:5(<module>)
